,type,lung,mask
1534,train,dataset\dataset\lungs\1534.png,dataset\dataset\masks\1534.png
1535,train,dataset\dataset\lungs\1535.png,dataset\dataset\masks\1535.png
1536,train,dataset\dataset\lungs\1536.png,dataset\dataset\masks\1536.png
1537,train,dataset\dataset\lungs\1537.png,dataset\dataset\masks\1537.png
1538,train,dataset\dataset\lungs\1538.png,dataset\dataset\masks\1538.png
1540,train,dataset\lungs\0132.png,dataset\masks\0132.png
1541,train,dataset\dataset\lungs\1541.png,dataset\dataset\masks\1541.png
1542,train,dataset\dataset\lungs\1542.png,dataset\dataset\masks\1542.png
1543,train,dataset\dataset\lungs\1543.png,dataset\dataset\masks\1543.png
1544,train,dataset\dataset\lungs\1544.png,dataset\dataset\masks\1544.png
1545,train,dataset\dataset\lungs\1545.png,dataset\dataset\masks\1545.png
1546,train,dataset\dataset\lungs\1546.png,dataset\dataset\masks\1546.png
1547,train,dataset\dataset\lungs\1547.png,dataset\dataset\masks\1547.png
1548,train,dataset\dataset\lungs\1548.png,dataset\dataset\masks\1548.png
1549,train,dataset\dataset\lungs\1549.png,dataset\dataset\masks\1549.png
1551,train,dataset\lungs\0555.png,dataset\masks\0555.png
1552,train,dataset\dataset\lungs\1552.png,dataset\dataset\masks\1552.png
1553,train,dataset\dataset\lungs\1553.png,dataset\dataset\masks\1553.png
1554,train,dataset\dataset\lungs\1554.png,dataset\dataset\masks\1554.png
1555,train,dataset\dataset\lungs\1555.png,dataset\dataset\masks\1555.png
1556,train,dataset\dataset\lungs\1556.png,dataset\dataset\masks\1556.png
1557,train,dataset\dataset\lungs\1557.png,dataset\dataset\masks\1557.png
1558,train,dataset\dataset\lungs\1558.png,dataset\dataset\masks\1558.png
1559,train,dataset\dataset\lungs\1559.png,dataset\dataset\masks\1559.png
1560,train,dataset\dataset\lungs\1560.png,dataset\dataset\masks\1560.png
1562,train,dataset\lungs\0289.png,dataset\masks\0289.png
1563,train,dataset\dataset\lungs\1563.png,dataset\dataset\masks\1563.png
1564,train,dataset\dataset\lungs\1564.png,dataset\dataset\masks\1564.png
1565,train,dataset\dataset\lungs\1565.png,dataset\dataset\masks\1565.png
1566,train,dataset\dataset\lungs\1566.png,dataset\dataset\masks\1566.png
1567,train,dataset\dataset\lungs\1567.png,dataset\dataset\masks\1567.png
1568,train,dataset\dataset\lungs\1568.png,dataset\dataset\masks\1568.png
1569,train,dataset\dataset\lungs\1569.png,dataset\dataset\masks\1569.png
1570,train,dataset\dataset\lungs\1570.png,dataset\dataset\masks\1570.png
1571,train,dataset\dataset\lungs\1571.png,dataset\dataset\masks\1571.png
1573,train,dataset\lungs\0703.png,dataset\masks\0703.png
1574,train,dataset\dataset\lungs\1574.png,dataset\dataset\masks\1574.png
1575,train,dataset\dataset\lungs\1575.png,dataset\dataset\masks\1575.png
1576,train,dataset\dataset\lungs\1576.png,dataset\dataset\masks\1576.png
1577,train,dataset\dataset\lungs\1577.png,dataset\dataset\masks\1577.png
1578,train,dataset\dataset\lungs\1578.png,dataset\dataset\masks\1578.png
1579,train,dataset\dataset\lungs\1579.png,dataset\dataset\masks\1579.png
1580,train,dataset\dataset\lungs\1580.png,dataset\dataset\masks\1580.png
1581,train,dataset\dataset\lungs\1581.png,dataset\dataset\masks\1581.png
1582,train,dataset\dataset\lungs\1582.png,dataset\dataset\masks\1582.png
1584,train,dataset\lungs\0561.png,dataset\masks\0561.png
1585,train,dataset\dataset\lungs\1585.png,dataset\dataset\masks\1585.png
1586,train,dataset\dataset\lungs\1586.png,dataset\dataset\masks\1586.png
1587,train,dataset\dataset\lungs\1587.png,dataset\dataset\masks\1587.png
1588,train,dataset\dataset\lungs\1588.png,dataset\dataset\masks\1588.png
1589,train,dataset\dataset\lungs\1589.png,dataset\dataset\masks\1589.png
1590,train,dataset\dataset\lungs\1590.png,dataset\dataset\masks\1590.png
1591,train,dataset\dataset\lungs\1591.png,dataset\dataset\masks\1591.png
1592,train,dataset\dataset\lungs\1592.png,dataset\dataset\masks\1592.png
1593,train,dataset\dataset\lungs\1593.png,dataset\dataset\masks\1593.png
1595,train,dataset\lungs\0096.png,dataset\masks\0096.png
1596,train,dataset\dataset\lungs\1596.png,dataset\dataset\masks\1596.png
1597,train,dataset\dataset\lungs\1597.png,dataset\dataset\masks\1597.png
1598,train,dataset\dataset\lungs\1598.png,dataset\dataset\masks\1598.png
1599,train,dataset\dataset\lungs\1599.png,dataset\dataset\masks\1599.png
1600,train,dataset\dataset\lungs\1600.png,dataset\dataset\masks\1600.png
1601,train,dataset\dataset\lungs\1601.png,dataset\dataset\masks\1601.png
1602,train,dataset\dataset\lungs\1602.png,dataset\dataset\masks\1602.png
1603,train,dataset\dataset\lungs\1603.png,dataset\dataset\masks\1603.png
1604,train,dataset\dataset\lungs\1604.png,dataset\dataset\masks\1604.png
1606,train,dataset\lungs\0082.png,dataset\masks\0082.png
1607,train,dataset\dataset\lungs\1607.png,dataset\dataset\masks\1607.png
1608,train,dataset\dataset\lungs\1608.png,dataset\dataset\masks\1608.png
1609,train,dataset\dataset\lungs\1609.png,dataset\dataset\masks\1609.png
1610,train,dataset\dataset\lungs\1610.png,dataset\dataset\masks\1610.png
1611,train,dataset\dataset\lungs\1611.png,dataset\dataset\masks\1611.png
1612,train,dataset\dataset\lungs\1612.png,dataset\dataset\masks\1612.png
1613,train,dataset\dataset\lungs\1613.png,dataset\dataset\masks\1613.png
1614,train,dataset\dataset\lungs\1614.png,dataset\dataset\masks\1614.png
1615,train,dataset\dataset\lungs\1615.png,dataset\dataset\masks\1615.png
1617,train,dataset\lungs\0699.png,dataset\masks\0699.png
1618,train,dataset\dataset\lungs\1618.png,dataset\dataset\masks\1618.png
1619,train,dataset\dataset\lungs\1619.png,dataset\dataset\masks\1619.png
1620,train,dataset\dataset\lungs\1620.png,dataset\dataset\masks\1620.png
1621,train,dataset\dataset\lungs\1621.png,dataset\dataset\masks\1621.png
1622,train,dataset\dataset\lungs\1622.png,dataset\dataset\masks\1622.png
1623,train,dataset\dataset\lungs\1623.png,dataset\dataset\masks\1623.png
1624,train,dataset\dataset\lungs\1624.png,dataset\dataset\masks\1624.png
1625,train,dataset\dataset\lungs\1625.png,dataset\dataset\masks\1625.png
1626,train,dataset\dataset\lungs\1626.png,dataset\dataset\masks\1626.png
1628,train,dataset\lungs\0163.png,dataset\masks\0163.png
1629,train,dataset\dataset\lungs\1629.png,dataset\dataset\masks\1629.png
1630,train,dataset\dataset\lungs\1630.png,dataset\dataset\masks\1630.png
1631,train,dataset\dataset\lungs\1631.png,dataset\dataset\masks\1631.png
1632,train,dataset\dataset\lungs\1632.png,dataset\dataset\masks\1632.png
1633,train,dataset\dataset\lungs\1633.png,dataset\dataset\masks\1633.png
1634,train,dataset\dataset\lungs\1634.png,dataset\dataset\masks\1634.png
1635,train,dataset\dataset\lungs\1635.png,dataset\dataset\masks\1635.png
1636,train,dataset\dataset\lungs\1636.png,dataset\dataset\masks\1636.png
1637,train,dataset\dataset\lungs\1637.png,dataset\dataset\masks\1637.png
1639,train,dataset\lungs\0101.png,dataset\masks\0101.png
1640,train,dataset\dataset\lungs\1640.png,dataset\dataset\masks\1640.png
1641,train,dataset\dataset\lungs\1641.png,dataset\dataset\masks\1641.png
1642,train,dataset\dataset\lungs\1642.png,dataset\dataset\masks\1642.png
1643,train,dataset\dataset\lungs\1643.png,dataset\dataset\masks\1643.png
1644,train,dataset\dataset\lungs\1644.png,dataset\dataset\masks\1644.png
1645,train,dataset\dataset\lungs\1645.png,dataset\dataset\masks\1645.png
1646,train,dataset\dataset\lungs\1646.png,dataset\dataset\masks\1646.png
1647,train,dataset\dataset\lungs\1647.png,dataset\dataset\masks\1647.png
1648,train,dataset\dataset\lungs\1648.png,dataset\dataset\masks\1648.png
1650,train,dataset\lungs\0351.png,dataset\masks\0351.png
1651,train,dataset\dataset\lungs\1651.png,dataset\dataset\masks\1651.png
1652,train,dataset\dataset\lungs\1652.png,dataset\dataset\masks\1652.png
1653,train,dataset\dataset\lungs\1653.png,dataset\dataset\masks\1653.png
1654,train,dataset\dataset\lungs\1654.png,dataset\dataset\masks\1654.png
1655,train,dataset\dataset\lungs\1655.png,dataset\dataset\masks\1655.png
1656,train,dataset\dataset\lungs\1656.png,dataset\dataset\masks\1656.png
1657,train,dataset\dataset\lungs\1657.png,dataset\dataset\masks\1657.png
1658,train,dataset\dataset\lungs\1658.png,dataset\dataset\masks\1658.png
1659,train,dataset\dataset\lungs\1659.png,dataset\dataset\masks\1659.png
1661,train,dataset\lungs\0422.png,dataset\masks\0422.png
1662,train,dataset\dataset\lungs\1662.png,dataset\dataset\masks\1662.png
1663,train,dataset\dataset\lungs\1663.png,dataset\dataset\masks\1663.png
1664,train,dataset\dataset\lungs\1664.png,dataset\dataset\masks\1664.png
1665,train,dataset\dataset\lungs\1665.png,dataset\dataset\masks\1665.png
1666,train,dataset\dataset\lungs\1666.png,dataset\dataset\masks\1666.png
1667,train,dataset\dataset\lungs\1667.png,dataset\dataset\masks\1667.png
1668,train,dataset\dataset\lungs\1668.png,dataset\dataset\masks\1668.png
1669,train,dataset\dataset\lungs\1669.png,dataset\dataset\masks\1669.png
1670,train,dataset\dataset\lungs\1670.png,dataset\dataset\masks\1670.png
1672,train,dataset\lungs\0164.png,dataset\masks\0164.png
1673,train,dataset\dataset\lungs\1673.png,dataset\dataset\masks\1673.png
1674,train,dataset\dataset\lungs\1674.png,dataset\dataset\masks\1674.png
1675,train,dataset\dataset\lungs\1675.png,dataset\dataset\masks\1675.png
1676,train,dataset\dataset\lungs\1676.png,dataset\dataset\masks\1676.png
1677,train,dataset\dataset\lungs\1677.png,dataset\dataset\masks\1677.png
1678,train,dataset\dataset\lungs\1678.png,dataset\dataset\masks\1678.png
1679,train,dataset\dataset\lungs\1679.png,dataset\dataset\masks\1679.png
1680,train,dataset\dataset\lungs\1680.png,dataset\dataset\masks\1680.png
1681,train,dataset\dataset\lungs\1681.png,dataset\dataset\masks\1681.png
1683,train,dataset\lungs\0172.png,dataset\masks\0172.png
1684,train,dataset\dataset\lungs\1684.png,dataset\dataset\masks\1684.png
1685,train,dataset\dataset\lungs\1685.png,dataset\dataset\masks\1685.png
1686,train,dataset\dataset\lungs\1686.png,dataset\dataset\masks\1686.png
1687,train,dataset\dataset\lungs\1687.png,dataset\dataset\masks\1687.png
1688,train,dataset\dataset\lungs\1688.png,dataset\dataset\masks\1688.png
1689,train,dataset\dataset\lungs\1689.png,dataset\dataset\masks\1689.png
1690,train,dataset\dataset\lungs\1690.png,dataset\dataset\masks\1690.png
1691,train,dataset\dataset\lungs\1691.png,dataset\dataset\masks\1691.png
1692,train,dataset\dataset\lungs\1692.png,dataset\dataset\masks\1692.png
1694,train,dataset\lungs\0642.png,dataset\masks\0642.png
1695,train,dataset\dataset\lungs\1695.png,dataset\dataset\masks\1695.png
1696,train,dataset\dataset\lungs\1696.png,dataset\dataset\masks\1696.png
1697,train,dataset\dataset\lungs\1697.png,dataset\dataset\masks\1697.png
1698,train,dataset\dataset\lungs\1698.png,dataset\dataset\masks\1698.png
1699,train,dataset\dataset\lungs\1699.png,dataset\dataset\masks\1699.png
1700,train,dataset\dataset\lungs\1700.png,dataset\dataset\masks\1700.png
1701,train,dataset\dataset\lungs\1701.png,dataset\dataset\masks\1701.png
1702,train,dataset\dataset\lungs\1702.png,dataset\dataset\masks\1702.png
1703,train,dataset\dataset\lungs\1703.png,dataset\dataset\masks\1703.png
1705,train,dataset\lungs\0511.png,dataset\masks\0511.png
1706,train,dataset\dataset\lungs\1706.png,dataset\dataset\masks\1706.png
1707,train,dataset\dataset\lungs\1707.png,dataset\dataset\masks\1707.png
1708,train,dataset\dataset\lungs\1708.png,dataset\dataset\masks\1708.png
1709,train,dataset\dataset\lungs\1709.png,dataset\dataset\masks\1709.png
1710,train,dataset\dataset\lungs\1710.png,dataset\dataset\masks\1710.png
1711,train,dataset\dataset\lungs\1711.png,dataset\dataset\masks\1711.png
1712,train,dataset\dataset\lungs\1712.png,dataset\dataset\masks\1712.png
1713,train,dataset\dataset\lungs\1713.png,dataset\dataset\masks\1713.png
1714,train,dataset\dataset\lungs\1714.png,dataset\dataset\masks\1714.png
1716,train,dataset\lungs\0361.png,dataset\masks\0361.png
1717,train,dataset\dataset\lungs\1717.png,dataset\dataset\masks\1717.png
1718,train,dataset\dataset\lungs\1718.png,dataset\dataset\masks\1718.png
1719,train,dataset\dataset\lungs\1719.png,dataset\dataset\masks\1719.png
1720,train,dataset\dataset\lungs\1720.png,dataset\dataset\masks\1720.png
1721,train,dataset\dataset\lungs\1721.png,dataset\dataset\masks\1721.png
1722,train,dataset\dataset\lungs\1722.png,dataset\dataset\masks\1722.png
1723,train,dataset\dataset\lungs\1723.png,dataset\dataset\masks\1723.png
1724,train,dataset\dataset\lungs\1724.png,dataset\dataset\masks\1724.png
1725,train,dataset\dataset\lungs\1725.png,dataset\dataset\masks\1725.png
1727,train,dataset\lungs\0119.png,dataset\masks\0119.png
1728,train,dataset\dataset\lungs\1728.png,dataset\dataset\masks\1728.png
1729,train,dataset\dataset\lungs\1729.png,dataset\dataset\masks\1729.png
1730,train,dataset\dataset\lungs\1730.png,dataset\dataset\masks\1730.png
1731,train,dataset\dataset\lungs\1731.png,dataset\dataset\masks\1731.png
1732,train,dataset\dataset\lungs\1732.png,dataset\dataset\masks\1732.png
1733,train,dataset\dataset\lungs\1733.png,dataset\dataset\masks\1733.png
1734,train,dataset\dataset\lungs\1734.png,dataset\dataset\masks\1734.png
1735,train,dataset\dataset\lungs\1735.png,dataset\dataset\masks\1735.png
1736,train,dataset\dataset\lungs\1736.png,dataset\dataset\masks\1736.png
1738,train,dataset\lungs\0607.png,dataset\masks\0607.png
1739,train,dataset\dataset\lungs\1739.png,dataset\dataset\masks\1739.png
1740,train,dataset\dataset\lungs\1740.png,dataset\dataset\masks\1740.png
1741,train,dataset\dataset\lungs\1741.png,dataset\dataset\masks\1741.png
1742,train,dataset\dataset\lungs\1742.png,dataset\dataset\masks\1742.png
1743,train,dataset\dataset\lungs\1743.png,dataset\dataset\masks\1743.png
1744,train,dataset\dataset\lungs\1744.png,dataset\dataset\masks\1744.png
1745,train,dataset\dataset\lungs\1745.png,dataset\dataset\masks\1745.png
1746,train,dataset\dataset\lungs\1746.png,dataset\dataset\masks\1746.png
1747,train,dataset\dataset\lungs\1747.png,dataset\dataset\masks\1747.png
1749,train,dataset\lungs\0001.png,dataset\masks\0001.png
1750,train,dataset\dataset\lungs\1750.png,dataset\dataset\masks\1750.png
1751,train,dataset\dataset\lungs\1751.png,dataset\dataset\masks\1751.png
1752,train,dataset\dataset\lungs\1752.png,dataset\dataset\masks\1752.png
1753,train,dataset\dataset\lungs\1753.png,dataset\dataset\masks\1753.png
1754,train,dataset\dataset\lungs\1754.png,dataset\dataset\masks\1754.png
1755,train,dataset\dataset\lungs\1755.png,dataset\dataset\masks\1755.png
1756,train,dataset\dataset\lungs\1756.png,dataset\dataset\masks\1756.png
1757,train,dataset\dataset\lungs\1757.png,dataset\dataset\masks\1757.png
1758,train,dataset\dataset\lungs\1758.png,dataset\dataset\masks\1758.png
1760,train,dataset\lungs\0251.png,dataset\masks\0251.png
1761,train,dataset\dataset\lungs\1761.png,dataset\dataset\masks\1761.png
1762,train,dataset\dataset\lungs\1762.png,dataset\dataset\masks\1762.png
1763,train,dataset\dataset\lungs\1763.png,dataset\dataset\masks\1763.png
1764,train,dataset\dataset\lungs\1764.png,dataset\dataset\masks\1764.png
1765,train,dataset\dataset\lungs\1765.png,dataset\dataset\masks\1765.png
1766,train,dataset\dataset\lungs\1766.png,dataset\dataset\masks\1766.png
1767,train,dataset\dataset\lungs\1767.png,dataset\dataset\masks\1767.png
1768,train,dataset\dataset\lungs\1768.png,dataset\dataset\masks\1768.png
1769,train,dataset\dataset\lungs\1769.png,dataset\dataset\masks\1769.png
1771,train,dataset\lungs\0249.png,dataset\masks\0249.png
1772,train,dataset\dataset\lungs\1772.png,dataset\dataset\masks\1772.png
1773,train,dataset\dataset\lungs\1773.png,dataset\dataset\masks\1773.png
1774,train,dataset\dataset\lungs\1774.png,dataset\dataset\masks\1774.png
1775,train,dataset\dataset\lungs\1775.png,dataset\dataset\masks\1775.png
1776,train,dataset\dataset\lungs\1776.png,dataset\dataset\masks\1776.png
1777,train,dataset\dataset\lungs\1777.png,dataset\dataset\masks\1777.png
1778,train,dataset\dataset\lungs\1778.png,dataset\dataset\masks\1778.png
1779,train,dataset\dataset\lungs\1779.png,dataset\dataset\masks\1779.png
1780,train,dataset\dataset\lungs\1780.png,dataset\dataset\masks\1780.png
1782,train,dataset\lungs\0273.png,dataset\masks\0273.png
1783,train,dataset\dataset\lungs\1783.png,dataset\dataset\masks\1783.png
1784,train,dataset\dataset\lungs\1784.png,dataset\dataset\masks\1784.png
1785,train,dataset\dataset\lungs\1785.png,dataset\dataset\masks\1785.png
1786,train,dataset\dataset\lungs\1786.png,dataset\dataset\masks\1786.png
1787,train,dataset\dataset\lungs\1787.png,dataset\dataset\masks\1787.png
1788,train,dataset\dataset\lungs\1788.png,dataset\dataset\masks\1788.png
1789,train,dataset\dataset\lungs\1789.png,dataset\dataset\masks\1789.png
1790,train,dataset\dataset\lungs\1790.png,dataset\dataset\masks\1790.png
1791,train,dataset\dataset\lungs\1791.png,dataset\dataset\masks\1791.png
1793,train,dataset\lungs\0455.png,dataset\masks\0455.png
1794,train,dataset\dataset\lungs\1794.png,dataset\dataset\masks\1794.png
1795,train,dataset\dataset\lungs\1795.png,dataset\dataset\masks\1795.png
1796,train,dataset\dataset\lungs\1796.png,dataset\dataset\masks\1796.png
1797,train,dataset\dataset\lungs\1797.png,dataset\dataset\masks\1797.png
1798,train,dataset\dataset\lungs\1798.png,dataset\dataset\masks\1798.png
1799,train,dataset\dataset\lungs\1799.png,dataset\dataset\masks\1799.png
1800,train,dataset\dataset\lungs\1800.png,dataset\dataset\masks\1800.png
1801,train,dataset\dataset\lungs\1801.png,dataset\dataset\masks\1801.png
1802,train,dataset\dataset\lungs\1802.png,dataset\dataset\masks\1802.png
1804,train,dataset\lungs\0287.png,dataset\masks\0287.png
1805,train,dataset\dataset\lungs\1805.png,dataset\dataset\masks\1805.png
1806,train,dataset\dataset\lungs\1806.png,dataset\dataset\masks\1806.png
1807,train,dataset\dataset\lungs\1807.png,dataset\dataset\masks\1807.png
1808,train,dataset\dataset\lungs\1808.png,dataset\dataset\masks\1808.png
1809,train,dataset\dataset\lungs\1809.png,dataset\dataset\masks\1809.png
1810,train,dataset\dataset\lungs\1810.png,dataset\dataset\masks\1810.png
1811,train,dataset\dataset\lungs\1811.png,dataset\dataset\masks\1811.png
1812,train,dataset\dataset\lungs\1812.png,dataset\dataset\masks\1812.png
1813,train,dataset\dataset\lungs\1813.png,dataset\dataset\masks\1813.png
